Fecha de la Plenaria,Nombre del Senador,Resultado
2017-11-09,Correa Jimenez Antonio Jose,Si
2017-11-09,Garcia Romero Teresita,No
2017-11-09,Guerra Sotto Julio Miguel,No
2017-11-09,Motoa Solarte Carlos Fernando,Si
2017-11-09,Name Ivan Leonidas,Si
2017-11-09,Vega Quiroz Doris Clemencia,Si
2017-11-09,Andrade Casama Luis Evelis,Si
2017-11-09,Castilla Salazar Jesus Alberto,Si
2017-11-09,Cepeda Castro Ivan,Si
2017-11-09,Niño Avendaño Senen Segundo,Si
2017-11-09,Lopez Hernandez Claudia Nayibe,Si
2017-11-09,Navarro Wolff Antonio Jose,Si
2017-11-09,Ospina Gomez Jorge Ivan,Si
2017-11-09,Prieto Riveros Jorge Eliecer,Si
2017-11-09,Dusan Albin Velez Trujillo,Si
2017-11-09,Martinez Rosales Rosmery,No
2017-11-09,Varon Cotrino German,Si
2017-11-09,Alvarez Montenegro Javier Tato,No
2017-11-09,Cristo Bustos Andres,Si
2017-11-09,Fernandez Alcocer Mario Alberto,Si
2017-11-09,Gaviria Correa Sofia Alejandra,No
2017-11-09,Morales Hoyos Viviane,Si
2017-11-09,Serpa Uribe Horacio,Si
2017-11-09,Acuña  Diaz Laureano Augusto,Si
2017-11-09,Blel Scaf Nadya Georgette,No
2017-11-09,Delgado Martinez Javier Mauricio,Si
2017-11-09,Gomez Jimenez Juan Diego,Si
2017-11-09,Osorio  Salgado Nidia Marcela,Si
2017-11-09,Pestana Rojas Yamina del Carmen,No
2017-11-09,Araujo Rumie Fernando Nicolas,Si
2017-11-09,Bustamante Garcia Everth,Si
2017-11-09,Cabrales Castillo Daniel  Alberto,Si
2017-11-09,Castañeda Serrano Orlando,No
2017-11-09,Correa  Borrero Susana,Si
2017-11-09,Duque Marquez Ivan,Si
2017-11-09,Gaviria Velez Jose  Obdulio,Si
2017-11-09,Baron Neira Leon Rigoberto,Si
2017-11-09,Holguin Moreno Paola  Andrea,Si
2017-11-09,Macias Tovar Ernesto,Si
2017-11-09,Mejia Mejia Carlos  Felipe,Si
2017-11-09,Ramos Maya Alfredo,Si
2017-11-09,Rangel  Suarez Alfredo,Si
2017-11-09,Tovar Rey Nohora  Stella,No
2017-11-09,Uribe Velez Alvaro,Si
2017-11-09,Valencia  Laserna Paloma,Si
2017-11-09,Guerra  de la Espriella Maria del Rosario,Si
2017-11-09,Amin Hernandez Jaime Alejandro,Si
2017-11-09,Henriquez Pinedo Honorio Miguel,Si
2017-11-09,Amin Escaf Miguel,Si
2017-11-09,Cabrera Baez Angel Custodio,Si
2017-11-09,Chamorro  Cruz William Jimmy,Si
2017-11-09,Garcia Zuccardi Andres,No
2017-11-09,Gnecco Zuleta Jose  Alfredo,Si
2017-11-09,Pulgar Daza Eduardo Enrique,Si
2017-11-09,Villadiego Villadiego Sandra  Elena,Si
2017-11-09,Rodriguez Rengifo Roosvelt,Si
2017-11-14,Gechen Turbay  Jorge Eduardo,Si
2017-11-14,Vega  de Plazas Ruby Thania,Si
2017-11-14,Andrade Serrano Hernan Francisco,Si
2017-11-14,Asthon Giraldo Alvaro Antonio,Si
2017-11-14,Benedetti Villaneda Armando Alberto,No
2017-11-14,Celis Carrillo Bernabe,Si
2017-11-14,Cepeda Sarabia Efrain Jose,Si
2017-11-14,Corzo Roman Juan Manuel,Si
2017-11-14,Char Chaljub Arturo,Si
2017-11-14,Duque Garcia Luis Fernando,Si
2017-11-14,Enriquez Maya Carlos Eduardo,Si
2017-11-14,Enriquez Rosero Manuel Mesias,Si
2017-11-14,Galan Pachon Juan Manuel,Si
2017-11-14,Galvis Mendez Daira,Si
2017-11-14,Garcia Realpe Guillermo,Si
2017-11-14,Gerlein Echeverria Roberto,Si
2017-11-14,Guerra de la Espriella Antonio del Cristo,Si
2017-11-14,Lopez Maya Alexander,Si
2017-11-14,Mora Jaramillo Manuel Guillermo,No
2017-11-14,Name Cardozo Jose David,Si
2017-11-14,Pedraza Gutierrez Jorge Hernando,No
2017-11-14,Restrepo Escobar Juan Carlos,Si
2017-11-14,Robledo Castillo Jorge Enrique,Si
2017-11-14,Rodriguez Sarmiento Milton Arlex,No
2017-11-14,Sierra Grajales Luis Emilio,Si
2017-11-14,Velasco Chaves  Luis Fernando,Si
2017-11-14,Aguilar Hurtado Nerthink Mauricio,No
2017-11-14,Avirama Avirama Marco Anibal,Si
2017-11-14,Barreras Montealegre Roy Leonardo,Si
2017-11-14,Besaile Fayad Musa,No
2017-11-14,Elias Vidal Bernardo Miguel,No
2017-11-14,Hoyos Giraldo German Dario,Si
2017-11-14,Lizcano Arango Oscar Mauricio,Si
2017-11-14,Martinez Aristizabal Maritza,Si
2017-11-14,Garcia Burgos Nora Maria,Si
2017-11-14,Merheg Marun Juan Samy,Si
2017-11-14,Paredes Aguirre Myriam Alicia,Si
2017-11-14,Suarez Mira Olga Lucia,Si
2017-11-14,Tamayo Tamayo Fernando Eustacio,Si
2017-11-14,Casado de Lopez Arleth Patricia,Si
2017-11-14,Delgado Ruiz Edinson,Si
2017-11-14,Duran Barrera Jaime Enrique,Si
2017-11-14,Garcia Turbay Lidio,Si
2017-11-14,Santos Marin Guillermo Antonio,Si
2017-11-14,Villalba Mosquera Rodrigo,Si
2017-11-14,Correa Jimenez Antonio Jose,Si
2017-11-14,Garcia Romero Teresita,Si
2017-11-14,Guerra Sotto Julio Miguel,Si
2017-11-14,Motoa Solarte Carlos Fernando,Si
2017-11-14,Name Ivan Leonidas,Si
2017-11-14,Vega Quiroz Doris Clemencia,Si
2017-11-14,Andrade Casama Luis Evelis,Si
2017-11-14,Castilla Salazar Jesus Alberto,Si
2017-11-14,Cepeda Castro Ivan,Si
2017-11-14,Niño Avendaño Senen Segundo,Si
2017-11-14,Lopez Hernandez Claudia Nayibe,Si
2017-11-14,Navarro Wolff Antonio Jose,Si
2017-11-14,Ospina Gomez Jorge Ivan,Si
2017-11-14,Prieto Riveros Jorge Eliecer,Si
2017-11-14,Dusan Albin Velez Trujillo,Si
2017-11-14,Martinez Rosales Rosmery,Si
2017-11-14,Varon Cotrino German,Si
2017-11-14,Alvarez Montenegro Javier Tato,Si
2017-11-14,Cristo Bustos Andres,No
2017-11-14,Fernandez Alcocer Mario Alberto,No
2017-11-14,Gaviria Correa Sofia Alejandra,Si
2017-11-14,Morales Hoyos Viviane,Si
2017-11-14,Serpa Uribe Horacio,Si
2017-11-14,Acuña  Diaz Laureano Augusto,No
2017-11-14,Blel Scaf Nadya Georgette,No
2017-11-14,Delgado Martinez Javier Mauricio,No
2017-11-14,Gomez Jimenez Juan Diego,Si
2017-11-14,Osorio  Salgado Nidia Marcela,No
2017-11-14,Pestana Rojas Yamina del Carmen,Si
2017-11-14,Araujo Rumie Fernando Nicolas,Si
2017-11-14,Bustamante Garcia Everth,Si
2017-11-14,Cabrales Castillo Daniel  Alberto,Si
2017-11-14,Castañeda Serrano Orlando,Si
2017-11-14,Correa  Borrero Susana,Si
2017-11-14,Duque Marquez Ivan,Si
2017-11-14,Gaviria Velez Jose  Obdulio,Si
2017-11-14,Baron Neira Leon Rigoberto,Si
2017-11-14,Holguin Moreno Paola  Andrea,No
2017-11-14,Macias Tovar Ernesto,Si
2017-11-14,Mejia Mejia Carlos  Felipe,Si
2017-11-14,Ramos Maya Alfredo,Si
2017-11-14,Rangel  Suarez Alfredo,Si
2017-11-14,Tovar Rey Nohora  Stella,Si
2017-11-14,Uribe Velez Alvaro,Si
2017-11-14,Valencia  Laserna Paloma,Si
2017-11-14,Guerra  de la Espriella Maria del Rosario,Si
2017-11-14,Amin Hernandez Jaime Alejandro,Si
2017-11-14,Henriquez Pinedo Honorio Miguel,Si
2017-11-14,Amin Escaf Miguel,Si
2017-11-14,Cabrera Baez Angel Custodio,Si
2017-11-14,Chamorro  Cruz William Jimmy,Si
2017-11-14,Garcia Zuccardi Andres,Si
2017-11-14,Gnecco Zuleta Jose  Alfredo,Si
2017-11-14,Pulgar Daza Eduardo Enrique,No
2017-11-14,Villadiego Villadiego Sandra  Elena,Si
2017-11-14,Rodriguez Rengifo Roosvelt,Si
2017-11-15,Gechen Turbay  Jorge Eduardo,Si
2017-11-15,Vega  de Plazas Ruby Thania,Si
2017-11-15,Andrade Serrano Hernan Francisco,Si
2017-11-15,Asthon Giraldo Alvaro Antonio,Si
2017-11-15,Benedetti Villaneda Armando Alberto,No
2017-11-15,Celis Carrillo Bernabe,Si
2017-11-15,Cepeda Sarabia Efrain Jose,Si
2017-11-15,Corzo Roman Juan Manuel,Si
2017-11-15,Char Chaljub Arturo,Si
2017-11-15,Duque Garcia Luis Fernando,Si
2017-11-15,Enriquez Maya Carlos Eduardo,Si
2017-11-15,Enriquez Rosero Manuel Mesias,Si
2017-11-15,Galan Pachon Juan Manuel,Si
2017-11-15,Galvis Mendez Daira,Si
2017-11-15,Garcia Realpe Guillermo,Si
2017-11-15,Gerlein Echeverria Roberto,Si
2017-11-15,Guerra de la Espriella Antonio del Cristo,Si
2017-11-15,Lopez Maya Alexander,Si
2017-11-15,Mora Jaramillo Manuel Guillermo,Si
2017-11-15,Name Cardozo Jose David,Si
2017-11-15,Pedraza Gutierrez Jorge Hernando,Si
2017-11-15,Restrepo Escobar Juan Carlos,Si
2017-11-15,Robledo Castillo Jorge Enrique,Si
2017-11-15,Rodriguez Sarmiento Milton Arlex,No
2017-11-15,Sierra Grajales Luis Emilio,Si
2017-11-15,Velasco Chaves  Luis Fernando,Si
2017-11-15,Aguilar Hurtado Nerthink Mauricio,Si
2017-11-15,Avirama Avirama Marco Anibal,Si
2017-11-15,Barreras Montealegre Roy Leonardo,Si
2017-11-15,Besaile Fayad Musa,No
2017-11-15,Elias Vidal Bernardo Miguel,No
2017-11-15,Hoyos Giraldo German Dario,Si
2017-11-15,Lizcano Arango Oscar Mauricio,Si
2017-11-15,Martinez Aristizabal Maritza,Si
2017-11-15,Garcia Burgos Nora Maria,Si
2017-11-15,Merheg Marun Juan Samy,Si
2017-11-15,Paredes Aguirre Myriam Alicia,Si
2017-11-15,Suarez Mira Olga Lucia,Si
2017-11-15,Tamayo Tamayo Fernando Eustacio,Si
2017-11-15,Casado de Lopez Arleth Patricia,Si
2017-11-15,Delgado Ruiz Edinson,Si
2017-11-15,Duran Barrera Jaime Enrique,Si
2017-11-15,Garcia Turbay Lidio,No
2017-11-15,Santos Marin Guillermo Antonio,Si
2017-11-15,Villalba Mosquera Rodrigo,Si
2017-11-15,Correa Jimenez Antonio Jose,Si
2017-11-15,Garcia Romero Teresita,Si
2017-11-15,Guerra Sotto Julio Miguel,No
2017-11-15,Motoa Solarte Carlos Fernando,Si
2017-11-15,Name Ivan Leonidas,Si
2017-11-15,Vega Quiroz Doris Clemencia,Si
2017-11-15,Andrade Casama Luis Evelis,Si
2017-11-15,Castilla Salazar Jesus Alberto,Si
2017-11-15,Cepeda Castro Ivan,Si
2017-11-15,Niño Avendaño Senen Segundo,Si
2017-11-15,Lopez Hernandez Claudia Nayibe,Si
2017-11-15,Navarro Wolff Antonio Jose,Si
2017-11-15,Ospina Gomez Jorge Ivan,Si
2017-11-15,Prieto Riveros Jorge Eliecer,Si
2017-11-15,Dusan Albin Velez Trujillo,Si
2017-11-15,Martinez Rosales Rosmery,Si
2017-11-15,Varon Cotrino German,Si
2017-11-15,Alvarez Montenegro Javier Tato,Si
2017-11-15,Cristo Bustos Andres,Si
2017-11-15,Fernandez Alcocer Mario Alberto,Si
2017-11-15,Gaviria Correa Sofia Alejandra,Si
2017-11-15,Morales Hoyos Viviane,Si
2017-11-15,Serpa Uribe Horacio,Si
2017-11-15,Acuña  Diaz Laureano Augusto,Si
2017-11-15,Blel Scaf Nadya Georgette,Si
2017-11-15,Delgado Martinez Javier Mauricio,Si
2017-11-15,Gomez Jimenez Juan Diego,Si
2017-11-15,Osorio  Salgado Nidia Marcela,Si
2017-11-15,Pestana Rojas Yamina del Carmen,Si
2017-11-15,Araujo Rumie Fernando Nicolas,Si
2017-11-15,Bustamante Garcia Everth,Si
2017-11-15,Cabrales Castillo Daniel  Alberto,Si
2017-11-15,Castañeda Serrano Orlando,Si
2017-11-15,Correa  Borrero Susana,Si
2017-11-15,Duque Marquez Ivan,Si
2017-11-15,Gaviria Velez Jose  Obdulio,Si
2017-11-15,Baron Neira Leon Rigoberto,Si
2017-11-15,Holguin Moreno Paola  Andrea,No
2017-11-15,Macias Tovar Ernesto,Si
2017-11-15,Mejia Mejia Carlos  Felipe,Si
2017-11-15,Ramos Maya Alfredo,Si
2017-11-15,Rangel  Suarez Alfredo,Si
2017-11-15,Tovar Rey Nohora  Stella,Si
2017-11-15,Uribe Velez Alvaro,Si
2017-11-15,Valencia  Laserna Paloma,Si
2017-11-15,Guerra  de la Espriella Maria del Rosario,Si
2017-11-15,Amin Hernandez Jaime Alejandro,Si
2017-11-15,Henriquez Pinedo Honorio Miguel,Si
2017-11-15,Amin Escaf Miguel,Si
2017-11-15,Cabrera Baez Angel Custodio,Si
2017-11-15,Chamorro  Cruz William Jimmy,Si
2017-11-15,Garcia Zuccardi Andres,Si
2017-11-15,Gnecco Zuleta Jose  Alfredo,Si
2017-11-15,Pulgar Daza Eduardo Enrique,No
2017-11-15,Villadiego Villadiego Sandra  Elena,Si
2017-11-15,Rodriguez Rengifo Roosvelt,Si
2017-11-21,Gechen Turbay  Jorge Eduardo,Si
2017-11-21,Vega  de Plazas Ruby Thania,Si
2017-11-21,Andrade Serrano Hernan Francisco,Si
2017-11-21,Asthon Giraldo Alvaro Antonio,Si
2017-11-21,Benedetti Villaneda Armando Alberto,No
2017-11-21,Celis Carrillo Bernabe,No
2017-11-21,Cepeda Sarabia Efrain Jose,Si
2017-11-21,Corzo Roman Juan Manuel,No
2017-11-21,Char Chaljub Arturo,No
2017-11-21,Duque Garcia Luis Fernando,Si
2017-11-21,Enriquez Maya Carlos Eduardo,Si
2017-11-21,Enriquez Rosero Manuel Mesias,Si
2017-11-21,Galan Pachon Juan Manuel,Si
2017-11-21,Galvis Mendez Daira,Si
2017-11-21,Garcia Realpe Guillermo,Si
2017-11-21,Gerlein Echeverria Roberto,No
2017-11-21,Guerra de la Espriella Antonio del Cristo,Si
2017-11-21,Lopez Maya Alexander,Si
2017-11-21,Mora Jaramillo Manuel Guillermo,Si
2017-11-21,Name Cardozo Jose David,No
2017-11-21,Pedraza Gutierrez Jorge Hernando,No
2017-11-21,Restrepo Escobar Juan Carlos,No
2017-11-21,Robledo Castillo Jorge Enrique,Si
2017-11-21,Rodriguez Sarmiento Milton Arlex,Si
2017-11-21,Sierra Grajales Luis Emilio,Si
2017-11-21,Velasco Chaves  Luis Fernando,Si
2017-11-21,Aguilar Hurtado Nerthink Mauricio,Si
2017-11-21,Avirama Avirama Marco Anibal,Si
2017-11-21,Barreras Montealegre Roy Leonardo,Si
2017-11-21,Besaile Fayad Musa,No
2017-11-21,Elias Vidal Bernardo Miguel,No
2017-11-21,Hoyos Giraldo German Dario,No
2017-11-21,Lizcano Arango Oscar Mauricio,No
2017-11-21,Martinez Aristizabal Maritza,Si
2017-11-21,Garcia Burgos Nora Maria,Si
2017-11-21,Merheg Marun Juan Samy,Si
2017-11-21,Paredes Aguirre Myriam Alicia,Si
2017-11-21,Suarez Mira Olga Lucia,Si
2017-11-21,Tamayo Tamayo Fernando Eustacio,Si
2017-11-21,Casado de Lopez Arleth Patricia,Si
2017-11-21,Delgado Ruiz Edinson,Si
2017-11-21,Duran Barrera Jaime Enrique,Si
2017-11-21,Garcia Turbay Lidio,Si
2017-11-21,Santos Marin Guillermo Antonio,Si
2017-11-21,Villalba Mosquera Rodrigo,Si
2017-11-21,Correa Jimenez Antonio Jose,No
2017-11-21,Garcia Romero Teresita,Si
2017-11-21,Guerra Sotto Julio Miguel,Si
2017-11-21,Motoa Solarte Carlos Fernando,Si
2017-11-21,Name Ivan Leonidas,Si
2017-11-21,Vega Quiroz Doris Clemencia,Si
2017-11-21,Andrade Casama Luis Evelis,Si
2017-11-21,Castilla Salazar Jesus Alberto,Si
2017-11-21,Cepeda Castro Ivan,Si
2017-11-21,Niño Avendaño Senen Segundo,Si
2017-11-21,Lopez Hernandez Claudia Nayibe,Si
2017-11-21,Navarro Wolff Antonio Jose,Si
2017-11-21,Ospina Gomez Jorge Ivan,Si
2017-11-21,Prieto Riveros Jorge Eliecer,Si
2017-11-21,Dusan Albin Velez Trujillo,Si
2017-11-21,Martinez Rosales Rosmery,Si
2017-11-21,Varon Cotrino German,Si
2017-11-21,Alvarez Montenegro Javier Tato,Si
2017-11-21,Cristo Bustos Andres,Si
2017-11-21,Fernandez Alcocer Mario Alberto,Si
2017-11-21,Gaviria Correa Sofia Alejandra,Si
2017-11-21,Morales Hoyos Viviane,Si
2017-11-21,Serpa Uribe Horacio,Si
2017-11-21,Acuña  Diaz Laureano Augusto,No
2017-11-21,Blel Scaf Nadya Georgette,Si
2017-11-21,Delgado Martinez Javier Mauricio,Si
2017-11-21,Gomez Jimenez Juan Diego,Si
2017-11-21,Osorio  Salgado Nidia Marcela,No
2017-11-21,Pestana Rojas Yamina del Carmen,Si
2017-11-21,Araujo Rumie Fernando Nicolas,Si
2017-11-21,Bustamante Garcia Everth,Si
2017-11-21,Cabrales Castillo Daniel  Alberto,Si
2017-11-21,Castañeda Serrano Orlando,Si
2017-11-21,Correa  Borrero Susana,Si
2017-11-21,Duque Marquez Ivan,Si
2017-11-21,Gaviria Velez Jose  Obdulio,No
2017-11-21,Baron Neira Leon Rigoberto,Si
2017-11-21,Holguin Moreno Paola  Andrea,Si
2017-11-21,Macias Tovar Ernesto,Si
2017-11-21,Mejia Mejia Carlos  Felipe,Si
2017-11-21,Ramos Maya Alfredo,Si
2017-11-21,Rangel  Suarez Alfredo,Si
2017-11-21,Tovar Rey Nohora  Stella,Si
2017-11-21,Uribe Velez Alvaro,Si
2017-11-21,Valencia  Laserna Paloma,Si
2017-11-21,Guerra  de la Espriella Maria del Rosario,Si
2017-11-21,Amin Hernandez Jaime Alejandro,Si
2017-11-21,Henriquez Pinedo Honorio Miguel,Si
2017-11-21,Amin Escaf Miguel,Si
2017-11-21,Cabrera Baez Angel Custodio,Si
2017-11-21,Chamorro  Cruz William Jimmy,Si
2017-11-21,Garcia Zuccardi Andres,No
2017-11-21,Gnecco Zuleta Jose  Alfredo,No
2017-11-21,Pulgar Daza Eduardo Enrique,Si
2017-11-21,Villadiego Villadiego Sandra  Elena,Si
2017-11-21,Rodriguez Rengifo Roosvelt,Si
2017-11-22,Gechen Turbay  Jorge Eduardo,Si
2017-11-22,Vega  de Plazas Ruby Thania,No
2017-11-22,Andrade Serrano Hernan Francisco,Si
2017-11-22,Asthon Giraldo Alvaro Antonio,Si
2017-11-22,Benedetti Villaneda Armando Alberto,Si
2017-11-22,Celis Carrillo Bernabe,Si
2017-11-22,Cepeda Sarabia Efrain Jose,No
2017-11-22,Corzo Roman Juan Manuel,No
2017-11-22,Char Chaljub Arturo,No
2017-11-22,Duque Garcia Luis Fernando,Si
2017-11-22,Enriquez Maya Carlos Eduardo,Si
2017-11-22,Enriquez Rosero Manuel Mesias,Si
2017-11-22,Galan Pachon Juan Manuel,Si
2017-11-22,Galvis Mendez Daira,No
2017-11-22,Garcia Realpe Guillermo,Si
2017-11-22,Gerlein Echeverria Roberto,No
2017-11-22,Guerra de la Espriella Antonio del Cristo,Si
2017-11-22,Lopez Maya Alexander,Si
2017-11-22,Mora Jaramillo Manuel Guillermo,Si
2017-11-22,Name Cardozo Jose David,Si
2017-11-22,Pedraza Gutierrez Jorge Hernando,Si
2017-11-22,Restrepo Escobar Juan Carlos,No
2017-11-22,Robledo Castillo Jorge Enrique,No
2017-11-22,Rodriguez Sarmiento Milton Arlex,Si
2017-11-22,Sierra Grajales Luis Emilio,No
2017-11-22,Velasco Chaves  Luis Fernando,Si
2017-11-22,Aguilar Hurtado Nerthink Mauricio,Si
2017-11-22,Avirama Avirama Marco Anibal,Si
2017-11-22,Barreras Montealegre Roy Leonardo,Si
2017-11-22,Besaile Fayad Musa,No
2017-11-22,Elias Vidal Bernardo Miguel,No
2017-11-22,Hoyos Giraldo German Dario,No
2017-11-22,Lizcano Arango Oscar Mauricio,No
2017-11-22,Martinez Aristizabal Maritza,Si
2017-11-22,Garcia Burgos Nora Maria,Si
2017-11-22,Merheg Marun Juan Samy,Si
2017-11-22,Paredes Aguirre Myriam Alicia,Si
2017-11-22,Suarez Mira Olga Lucia,Si
2017-11-22,Tamayo Tamayo Fernando Eustacio,No
2017-11-22,Casado de Lopez Arleth Patricia,Si
2017-11-22,Delgado Ruiz Edinson,Si
2017-11-22,Duran Barrera Jaime Enrique,Si
2017-11-22,Garcia Turbay Lidio,Si
2017-11-22,Santos Marin Guillermo Antonio,Si
2017-11-22,Villalba Mosquera Rodrigo,Si
2017-11-22,Correa Jimenez Antonio Jose,Si
2017-11-22,Garcia Romero Teresita,Si
2017-11-22,Guerra Sotto Julio Miguel,Si
2017-11-22,Motoa Solarte Carlos Fernando,Si
2017-11-22,Name Ivan Leonidas,Si
2017-11-22,Vega Quiroz Doris Clemencia,Si
2017-11-22,Andrade Casama Luis Evelis,Si
2017-11-22,Castilla Salazar Jesus Alberto,Si
2017-11-22,Cepeda Castro Ivan,Si
2017-11-22,Niño Avendaño Senen Segundo,Si
2017-11-22,Lopez Hernandez Claudia Nayibe,Si
2017-11-22,Navarro Wolff Antonio Jose,Si
2017-11-22,Ospina Gomez Jorge Ivan,Si
2017-11-22,Prieto Riveros Jorge Eliecer,Si
2017-11-22,Dusan Albin Velez Trujillo,Si
2017-11-22,Martinez Rosales Rosmery,Si
2017-11-22,Varon Cotrino German,No
2017-11-22,Alvarez Montenegro Javier Tato,Si
2017-11-22,Cristo Bustos Andres,No
2017-11-22,Fernandez Alcocer Mario Alberto,Si
2017-11-22,Gaviria Correa Sofia Alejandra,Si
2017-11-22,Morales Hoyos Viviane,Si
2017-11-22,Serpa Uribe Horacio,Si
2017-11-22,Acuña  Diaz Laureano Augusto,No
2017-11-22,Blel Scaf Nadya Georgette,Si
2017-11-22,Delgado Martinez Javier Mauricio,Si
2017-11-22,Gomez Jimenez Juan Diego,No
2017-11-22,Osorio  Salgado Nidia Marcela,Si
2017-11-22,Pestana Rojas Yamina del Carmen,Si
2017-11-22,Araujo Rumie Fernando Nicolas,Si
2017-11-22,Bustamante Garcia Everth,Si
2017-11-22,Cabrales Castillo Daniel  Alberto,Si
2017-11-22,Castañeda Serrano Orlando,Si
2017-11-22,Correa  Borrero Susana,No
2017-11-22,Duque Marquez Ivan,Si
2017-11-22,Gaviria Velez Jose  Obdulio,No
2017-11-22,Baron Neira Leon Rigoberto,Si
2017-11-22,Holguin Moreno Paola  Andrea,Si
2017-11-22,Macias Tovar Ernesto,Si
2017-11-22,Mejia Mejia Carlos  Felipe,Si
2017-11-22,Ramos Maya Alfredo,Si
2017-11-22,Rangel  Suarez Alfredo,Si
2017-11-22,Tovar Rey Nohora  Stella,Si
2017-11-22,Uribe Velez Alvaro,Si
2017-11-22,Valencia  Laserna Paloma,Si
2017-11-22,Guerra  de la Espriella Maria del Rosario,Si
2017-11-22,Amin Hernandez Jaime Alejandro,Si
2017-11-22,Henriquez Pinedo Honorio Miguel,Si
2017-11-22,Amin Escaf Miguel,Si
2017-11-22,Cabrera Baez Angel Custodio,Si
2017-11-22,Chamorro  Cruz William Jimmy,Si
2017-11-22,Garcia Zuccardi Andres,No
2017-11-22,Gnecco Zuleta Jose  Alfredo,Si
2017-11-22,Pulgar Daza Eduardo Enrique,Si
2017-11-22,Villadiego Villadiego Sandra  Elena,Si
2017-11-22,Rodriguez Rengifo Roosvelt,Si
2017-11-23,Gechen Turbay  Jorge Eduardo,Si
2017-11-23,Vega  de Plazas Ruby Thania,No
2017-11-23,Andrade Serrano Hernan Francisco,No
2017-11-23,Asthon Giraldo Alvaro Antonio,Si
2017-11-23,Benedetti Villaneda Armando Alberto,No
2017-11-23,Celis Carrillo Bernabe,No
2017-11-23,Cepeda Sarabia Efrain Jose,No
2017-11-23,Corzo Roman Juan Manuel,Si
2017-11-23,Char Chaljub Arturo,No
2017-11-23,Duque Garcia Luis Fernando,No
2017-11-23,Enriquez Maya Carlos Eduardo,No
2017-11-23,Enriquez Rosero Manuel Mesias,Si
2017-11-23,Galan Pachon Juan Manuel,No
2017-11-23,Galvis Mendez Daira,Si
2017-11-23,Garcia Realpe Guillermo,Si
2017-11-23,Gerlein Echeverria Roberto,No
2017-11-23,Guerra de la Espriella Antonio del Cristo,No
2017-11-23,Lopez Maya Alexander,Si
2017-11-23,Mora Jaramillo Manuel Guillermo,Si
2017-11-23,Name Cardozo Jose David,No
2017-11-23,Pedraza Gutierrez Jorge Hernando,No
2017-11-23,Restrepo Escobar Juan Carlos,Si
2017-11-23,Robledo Castillo Jorge Enrique,Si
2017-11-23,Rodriguez Sarmiento Milton Arlex,No
2017-11-23,Sierra Grajales Luis Emilio,No
2017-11-23,Velasco Chaves  Luis Fernando,Si
2017-11-23,Aguilar Hurtado Nerthink Mauricio,Si
2017-11-23,Avirama Avirama Marco Anibal,Si
2017-11-23,Barreras Montealegre Roy Leonardo,Si
2017-11-23,Besaile Fayad Musa,No
2017-11-23,Elias Vidal Bernardo Miguel,No
2017-11-23,Hoyos Giraldo German Dario,No
2017-11-23,Lizcano Arango Oscar Mauricio,No
2017-11-23,Martinez Aristizabal Maritza,Si
2017-11-23,Garcia Burgos Nora Maria,No
2017-11-23,Merheg Marun Juan Samy,Si
2017-11-23,Paredes Aguirre Myriam Alicia,Si
2017-11-23,Suarez Mira Olga Lucia,No
2017-11-23,Tamayo Tamayo Fernando Eustacio,No
2017-11-23,Casado de Lopez Arleth Patricia,Si
2017-11-23,Delgado Ruiz Edinson,No
2017-11-23,Duran Barrera Jaime Enrique,No
2017-11-23,Garcia Turbay Lidio,No
2017-11-23,Santos Marin Guillermo Antonio,Si
2017-11-23,Villalba Mosquera Rodrigo,No
2017-11-23,Correa Jimenez Antonio Jose,Si
2017-11-23,Garcia Romero Teresita,Si
2017-11-23,Guerra Sotto Julio Miguel,No
2017-11-23,Motoa Solarte Carlos Fernando,No
2017-11-23,Name Ivan Leonidas,Si
2017-11-23,Vega Quiroz Doris Clemencia,Si
2017-11-23,Andrade Casama Luis Evelis,No
2017-11-23,Castilla Salazar Jesus Alberto,Si
2017-11-23,Cepeda Castro Ivan,Si
2017-11-23,Niño Avendaño Senen Segundo,Si
2017-11-23,Lopez Hernandez Claudia Nayibe,No
2017-11-23,Navarro Wolff Antonio Jose,Si
2017-11-23,Ospina Gomez Jorge Ivan,No
2017-11-23,Prieto Riveros Jorge Eliecer,No
2017-11-23,Dusan Albin Velez Trujillo,No
2017-11-23,Martinez Rosales Rosmery,Si
2017-11-23,Varon Cotrino German,No
2017-11-23,Alvarez Montenegro Javier Tato,No
2017-11-23,Cristo Bustos Andres,No
2017-11-23,Fernandez Alcocer Mario Alberto,No
2017-11-23,Gaviria Correa Sofia Alejandra,No
2017-11-23,Morales Hoyos Viviane,No
2017-11-23,Serpa Uribe Horacio,Si
2017-11-23,Acuña  Diaz Laureano Augusto,No
2017-11-23,Blel Scaf Nadya Georgette,Si
2017-11-23,Delgado Martinez Javier Mauricio,Si
2017-11-23,Gomez Jimenez Juan Diego,No
2017-11-23,Osorio  Salgado Nidia Marcela,No
2017-11-23,Pestana Rojas Yamina del Carmen,No
2017-11-23,Araujo Rumie Fernando Nicolas,No
2017-11-23,Bustamante Garcia Everth,No
2017-11-23,Cabrales Castillo Daniel  Alberto,No
2017-11-23,Castañeda Serrano Orlando,Si
2017-11-23,Correa  Borrero Susana,Si
2017-11-23,Duque Marquez Ivan,No
2017-11-23,Gaviria Velez Jose  Obdulio,No
2017-11-23,Baron Neira Leon Rigoberto,No
